專屬碼	名稱	說明	對應的裝備	販售價個	回收價格	需求量	需求金額	對應物升2星需求量	對應物升2星需求金錢	對應物升3星需求量	對應物升3星需求金錢	對應物升4星需求量	對應物升4星需求金錢	對應物升5星需求量	對應物升5星需求金錢	出處
0501048	9301048	9150001	0101048	{"1":10000,"2":4,"3":100,"4":50}	100	10	1500	10	27000	30	35000	80	120000	160	225000	none
0501049	9301049	9150001	0101049	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	none
0501050	9301050	9150001	0101050	{"1":10000,"2":4,"3":100,"4":50}	100	10	1500	10	27000	30	35000	80	120000	160	225000	none
0501051	9301051	9150001	0101051	{"1":50000,"2":60,"3":100,"4":50}	150	30	6000	30	27000	40	35000	100	120000	130	225000	none
0501052	9301052	9150001	0101052	{"1":7500,"2":2,"3":100,"4":50}	75	10	6000	10	27000	30	35000	80	120000	160	225000	none
0501053	9301053	9150001	0101053	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	none
0501054	9301054	9150001	0101054	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	none
0501055	9301055	9150001	0101055	{"1":7500,"2":2,"3":100,"4":50}	75	10	6000	10	27000	30	35000	80	120000	160	225000	none
0501056	9301056	9150001	0101056	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	none
0501057	9301057	9150001	0101057	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0501058	9301058	9150001	0101058	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0501059	9301059	9150001	0101059	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501060	9301060	9150001	0101060	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0501061	9301061	9150001	0101061	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0501062	9301062	9150001	0101062	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501063	9301063	9150001	0101063	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501064	9301064	9150001	0101064	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501065	9301065	9150001	0101065	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501066	9301066	9150001	0101066	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501067	9301067	9150001	0101067	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501068	9301068	9150001	0101068	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501069	9301069	9150001	0101069	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501070	9301070	9150001	0101070	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501071	9301071	9150001	0101071	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0501072	9301072	9150001	0101072	{"1":7500,"2":2,"3":100,"4":50}	75	10	1500	10	27000	30	35000	80	120000	160	225000	v2draw
0501073	9301073	9150001	0101073	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0506001	9306001	9150001	0106001	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	drop
0506002	9306002	9150001	0106002	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	drop
0506051	9306003	9150001	0106051	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	gdraw
0506052	9306004	9150001	0106052	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	vdraw
0506053	9306005	9150001	0106053	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506054	9306006	9150001	0106054	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	v10draw
0506055	9306007	9150001	0106055	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	vdraw
0506056	9306008	9150001	0106056	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	vdraw
0506057	9306009	9150001	0106057	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	drop
0506058	9306010	9150001	0106058	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	vdraw
0506059	9306011	9150001	0106059	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0506060	9306012	9150001	0106060	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	v10draw
0506061	9306013	9150001	0106061	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v10draw
0506062	9306014	9150001	0106062	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506063	9306015	9150001	0106063	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0506064	9306016	9150001	0106064	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0506003	9306017	9150001	0106065	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	drop
0506066	9306018	9150001	0106066	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506067	9306019	9150001	0106067	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506068	9306020	9150001	0106068	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v10draw
0506069	9306021	9150001	0106069	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506070	9306022	9150001	0106070	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506071	9306023	9150001	0106071	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506072	9306024	9150001	0106072	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506073	9306025	9150001	0106073	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506074	9306026	9150001	0106074	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506075	9306027	9150001	0106075	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506076	9306028	9150001	0106076	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506077	9306029	9150001	0106077	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506078	9306030	9150001	0106078	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0506079	9306031	9150001	0106079	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506080	9306032	9150001	0106080	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0506081	9306033	9150001	0106081	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506082	9306034	9150001	0106082	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506083	9306035	9150001	0106083	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506084	9306036	9150001	0106084	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506085	9306037	9150001	0106085	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506086	9306038	9150001	0106086	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506087	9306039	9150001	0106087	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506088	9306040	9150001	0106088	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506089	9306041	9150001	0106089	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	v2draw
0506090	9306042	9150001	0106090	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506091	9306043	9150001	0106091	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506092	9306044	9150001	0106092	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506093	9306045	9150001	0106093	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506094	9306046	9150001	0106094	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506095	9306047	9150001	0106095	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506096	9306048	9150001	0106096	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506097	9306049	9150001	0106097	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506098	9306050	9150001	0106098	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506099	9306051	9150001	0106099	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506100	9306052	9150001	0106100	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506101	9306053	9150001	0106101	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506651	9306651	9150001	0106651	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506654	9306654	9150001	0106654	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506658	9306658	9150001	0106658	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506660	9306660	9150001	0106660	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0506664	9306664	9150001	0106664	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	test
0504001	9304001	9150001	0104001	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0504002	9304002	9150001	0104002	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0504003	9304003	9150001	0104003	{"1":17500,"2":10,"3":100,"4":50}	175	100	35000	10	27000	30	35000	80	120000	160	225000	v2draw
0504004	9304004	9150001	0104004	{"1":12500,"2":6,"3":100,"4":50}	125	20	3000	10	27000	30	35000	80	120000	160	225000	v2draw
0504005	9304005	9150001	0104005	{"1":15000,"2":8,"3":100,"4":50}	150	40	6000	10	27000	30	35000	80	120000	160	225000	none
0511001	9307001	9150004	0201001	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511002	9307002	9150005	0201002	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511003	9307003	9150006	0201003	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511004	9307004	9150007	0201004	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511005	9307005	9150008	0201005	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511006	9307006	9150009	0201006	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511007	9307007	9150010	0201007	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511008	9307008	9150011	0201008	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511009	9307009	9150012	0201009	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511010	9307010	9150013	0201010	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511011	9307011	9150014	0201011	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511012	9307012	9150015	0201012	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511013	9307013	9150016	0201013	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511014	9307014	9150017	0201014	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511015	9307015	9150018	0201015	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511016	9307016	9150019	0201016	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511017	9307017	9150020	0201017	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511018	9307018	9150021	0201018	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511019	9307019	9150022	0201019	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511020	9307020	9150023	0201020	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511021	9307021	9150024	0201021	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511022	9307022	9150025	0201022	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511023	9307023	9150026	0201023	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511024	9307024	9150027	0201024	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511025	9307025	9150028	0201025	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511026	9307026	9150029	0201026	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511027	9307027	9150030	0201027	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511028	9307028	9150031	0201028	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511029	9307029	9150032	0201029	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511030	9307030	9150033	0201030	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511031	9307031	9150034	0201031	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511032	9307032	9150035	0201032	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511033	9307033	9150036	0201033	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511034	9307034	9150037	0201034	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511035	9307035	9150038	0201035	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511036	9307036	9150039	0201036	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511037	9307037	9150040	0201037	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511038	9307038	9150041	0201038	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511039	9307039	9150042	0201039	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511040	9307040	9150043	0201040	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511041	9307041	9150044	0201041	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511042	9307042	9150045	0201042	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511043	9307043	9150046	0201043	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511044	9307044	9150047	0201044	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511045	9307045	9150048	0201045	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511046	9307046	9150049	0201046	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511047	9307047	9150050	0201047	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511048	9307048	9150051	0201048	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511049	9307049	9107037	0201049	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511050	9307050	9107038	0201050	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511051	9307051	9107039	0201051	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511052	9307052	9107040	0201052	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511053	9307053	9107041	0201053	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511054	9307054	9107042	0201054	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511055	9307055	9107043	0201055	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511056	9307056	9107044	0201056	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511057	9307057	9107045	0201057	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511058	9307058	9107046	0201058	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511059	9307059	9107047	0201059	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511060	9307060	9107048	0201060	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0511061	9307061	9107049	0201061	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	0	0	0	0	0	0	0	0	gdraw
0511062	9307062	9107050	0201062	{"1":2000,"2":2,"3":20,"4":10}	20	20	3000	0	0	0	0	0	0	0	0	gdraw
0511063	9307063	9107051	0201063	{"1":3000,"2":2,"3":40,"4":20}	30	30	6000	0	0	0	0	0	0	0	0	gdraw
0511064	9307064	9107052	0201064	{"1":4000,"2":2,"3":40,"4":20}	40	40	10000	0	0	0	0	0	0	0	0	gdraw
0511065	9307065	9107053	0201065	{"1":6000,"2":2,"3":45,"4":30}	60	60	15000	0	0	0	0	0	0	0	0	vdraw
0511066	9307066	9107054	0201066	{"1":8000,"2":2,"3":45,"4":30}	80	80	21000	0	0	0	0	0	0	0	0	vdraw
0510001	9309001	9150003	0401001	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510002	9309002	9150003	0401002	{"1":2000,"2":2,"3":20,"4":10}	20	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510003	9309003	9150003	0401003	{"1":3000,"2":2,"3":40,"4":20}	30	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510004	9309004	9150003	0401004	{"1":4000,"2":2,"3":40,"4":20}	40	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510005	9309005	9150003	0401005	{"1":6000,"2":2,"3":45,"4":30}	60	30	6000	30	27000	40	35000	80	120000	150	225000	vdraw
0510006	9309006	9150003	0402001	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510007	9309007	9150003	0402002	{"1":2000,"2":2,"3":20,"4":10}	20	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510008	9309008	9150003	0402003	{"1":3000,"2":2,"3":40,"4":20}	30	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510009	9309009	9150003	0402004	{"1":4000,"2":2,"3":40,"4":20}	40	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510010	9309010	9150003	0402005	{"1":6000,"2":2,"3":45,"4":30}	60	30	6000	30	27000	40	35000	80	120000	150	225000	vdraw
0510011	9309011	9150003	0403001	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510012	9309012	9150003	0403002	{"1":2000,"2":2,"3":20,"4":10}	20	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510013	9309013	9150003	0403003	{"1":3000,"2":2,"3":40,"4":20}	30	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510014	9309014	9150003	0403004	{"1":4000,"2":2,"3":40,"4":20}	40	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510015	9309015	9150003	0403005	{"1":6000,"2":2,"3":45,"4":30}	60	30	6000	30	27000	40	35000	80	120000	150	225000	vdraw
0510016	9309016	9150003	0404001	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510017	9309017	9150003	0404002	{"1":2000,"2":2,"3":20,"4":10}	20	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510018	9309018	9150003	0404003	{"1":3000,"2":2,"3":40,"4":20}	30	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510019	9309019	9150003	0404004	{"1":4000,"2":2,"3":40,"4":20}	40	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510020	9309020	9150003	0404005	{"1":6000,"2":2,"3":45,"4":30}	60	30	6000	30	27000	40	35000	80	120000	150	225000	vdraw
0510021	9309021	9150003	0405001	{"1":1250,"2":2,"3":20,"4":10}	10	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510022	9309022	9150003	0405002	{"1":2000,"2":2,"3":20,"4":10}	20	10	1500	30	27000	40	35000	80	120000	150	225000	gdraw
0510023	9309023	9150003	0405003	{"1":3000,"2":2,"3":40,"4":20}	30	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510024	9309024	9150003	0405004	{"1":4000,"2":2,"3":40,"4":20}	40	20	3000	30	27000	40	35000	80	120000	150	225000	vdraw
0510025	9309025	9150003	0405005	{"1":6000,"2":2,"3":45,"4":30}	60	30	6000	30	27000	40	35000	80	120000	150	225000	vdraw
0551001	9358001	9158002	5001024	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0551002	9358002	9158002	5001026	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0551003	9358003	9158002	5001028	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0551004	9358004	9158002	5001029	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0551005	9358005	9158002	5001027	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0552001	9358006	9158002	5002035	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0552002	9358007	9158002	5002040	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0552003	9358008	9158002	5002046	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0552004	9358009	9158002	5002501	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0552005	9358010	9158002	5002502	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0552006	9358011	9158002	5002503	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0552007	9358012	9158002	5002504	{"1":6000,"2":2,"3":45,"4":30}	30	20	3000	0	0	0	0	0	0	0	0	0
0552008	9358013	9158002	5002505	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0552009	9358014	9158002	5002506	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0553001	9358015	9158002	5003501	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0553002	9358016	9158002	5003502	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0553003	9358017	9158002	5003503	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0553004	9358018	9158002	5003504	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0553005	9358019	9158002	5003505	{"1":6000,"2":2,"3":45,"4":30}	30	15	2250	0	0	0	0	0	0	0	0	0
0553006	9358020	9158002	5003506	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0553007	9358021	9158002	5003507	{"1":6000,"2":2,"3":45,"4":30}	30	20	3000	0	0	0	0	0	0	0	0	0
0555001	9358022	9158002	5005501	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
0555002	9358023	9158002	5005502	{"1":10000,"2":2,"3":50,"4":25}	30	10	1500	0	0	0	0	0	0	0	0	0
