專屬碼	名稱	lv1成長係數	lv2成長係數	lv3成長係數	lv4成長係數	lv5成長係數	回收價格	販賣價格	說明	裝備等級	套裝編號	ICON編號	MODEL編號	初始品質	初始屬性	隱藏	(舊)品質1插槽格式	(舊)品質2插槽格式	(舊)品質3插槽格式	(舊)品質4插槽格式	(舊)品質5插槽格式	(舊)品質6插槽格式	品質1插槽格式	品質2插槽格式	品質3插槽格式	品質4插槽格式	品質5插槽格式	品質6插槽格式	分類標籤	爆衣ID	出處	顯示稀有度	碎片轉換數	初始星數	附魔次數限制
0102069	9002069	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102069	0		UI_CH00BC61	CH00BC61	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	2		none		6	1	0
0102070	9002070	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102070	0		UI_CH00BI70	CH00BI70	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	2		none	C	10	1	0
0102071	9002071	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102071	0		UI_CH00BI71	CH00BI71	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	[]	2		none	A	30	2	5
0102072	9002072	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102072	0	0601060	UI_CH00BC72	CH00BC72	1	[0,0,0,30,55,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI70	none		30	1	10
0102073	9002073	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102073	0		UI_CH00BC73	CH00BC73	1	[0,0,0,40,50,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI71	none		30	1	10
0102101	9002074	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9102074	0	0601019	UI_CH00BC101	CH00BC101	1	[0,0,0,23,33,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI02	vdraw	C	10	1	0
0102102	9002075	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102075	0	0601014	UI_CH00BC102	CH00BC102	1	[0,0,0,20,32,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201025","0201025"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI06	vdraw	C	10	1	0
0102103	9002076	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102076	0		UI_CH00BC103	CH00BC103	1	[0,0,0,25,35,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201025","0201025"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI01	vdraw	C	10	1	0
0102104	9002077	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102077	0	0601018	UI_CH00BC104	CH00BC104	1	[0,0,0,13,35,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201025","0201025"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	1	CH00BI03	vdraw	C	10	1	0
0102105	9002078	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9102078	0	0601017	UI_CH00BC105	CH00BC105	1	[0,0,0,15,33,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201025","0201025"]	["0201026","0201026","0201025","0201025","0201025","0201025"]	["0201027","0201026","0201025","0201025","0201025","0201025"]	[]	[]	[]	0	CH00BI12	vdraw	C	10	1	0
0102106	9002079	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102079	0		UI_CH00BC106	CH00BC106	1	[0,0,0,25,35,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	1	CH00BI06	vdraw	C	10	1	0
0102501	9002080	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102080	0		UI_CH00BI501	CH00BI501	1	[0,0,0,18,48,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI01		C	10	1	0
0102502	9002081	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102081	0		UI_CH00BI502	CH00BI502	1	[0,0,0,18,50,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	1	CH00BI13		C	10	1	0
0102503	9002082	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102082	0		UI_CH00BI503	CH00BI503	1	[0,0,0,22,38,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI01		C	20	1	3
0102504	9002083	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102083	0		UI_CH00BI504	CH00BI504	1	[0,0,0,28,42,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI02		C	30	1	5
0102505	9002084	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102084	0		UI_CH00BI505	CH00BI505	1	[0,0,0,20,60,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	[]	[]	0	CH00BI08		B	20	1	3
0102506	9002085	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102085	0		UI_CH00BI506	CH00BI506	1	[0,0,0,23,37,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	0	CH00BI03		C	10	1	0
0102074	9002086	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102086	0	0601025	UI_CH00BC74	CH00BC74	1	[0,0,0,20,50,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI70	vdraw	S	40	2	10
0102075	9002087	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102087	0	0601024	UI_CH00BC75	CH00BC75	1	[0,0,0,40,48,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201065","0201021","0201062","0201061"]	0	CH00BC76	none	S	40	2	10
0102076	9002088	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102088	0		UI_CH00BC76	CH00BC76	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	2	CH00BC76	none	S	40	2	10
0102077	9002089	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102089	0	0601026	UI_CH00BC77	CH00BC77	1	[0,0,0,13,60,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI71	v2draw	S	40	2	10
0102078	9002090	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102090	0	0601027	UI_CH00BC78	CH00BC78	1	[0,0,0,30,54,0,0,10]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	[]	0	CH00BI70	none	A	30	2	5
0102079	9002091	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102091	0	0601029	UI_CH00BC79	CH00BC79	1	[0,0,0,33,47,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	[]	0	CH00BI70	vdraw	A	30	2	5
0102080	9002092	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102092	0	0601028	UI_CH00BC80	CH00BC80	1	[0,0,0,19,47,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI71	v2draw	S	40	2	10
0102081	9002093	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102093	0		0	CH00BI81	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	2		none	S	40	2	10
0102082	9002094	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102094	0		0	CH00BI82	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	2		none	S	40	2	10
0102083	9002095	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102095	0		0	CH00BI83	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	[]	[]	2		none	B	20	1	3
0102084	9002096	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102096	0		0	CH00BI84	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	[]	[]	[]	2		none	C	10	1	0
0102085	9002097	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9102097	0		0	CH00BI85	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	[]	[]	2		none	B	20	1	3
0102086	9002098	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102098	0	0601030	UI_CH00BC86	CH00BC86	1	[0,0,0,30,40,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI13	none	S	40	2	10
0102087	9002099	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102099	0		UI_CH00BC87	CH00BC87	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	1	CH00BI13	none	S	40	2	10
0102088	9002100	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102100	0		UI_CH00BC88	CH00BC88	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	2		none	S	40	2	10
0102089	9002101	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9102101	0	0601031	UI_CH00BC89	CH00BC89	1	[0,0,0,28,42,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201025","0201025","0201025","0201025","0201019","0201019"]	["0201026","0201026","0201019","0201019","0201019","0201019"]	["0201027","0201026","0201019","0201019","0201019","0201019"]	["0201028","0201028","0201027","0201020","0201019","0201019"]	["0201029","0201029","0201028","0201021","0201021","0201019"]	["0201030","0201030","0201029","0201021","0201020","0201019"]	0	CH00BI03	v2draw	S	40	2	10
