專屬碼	名稱	限制時間	拳館獲得經驗值	角色獲得經驗值	消耗行動力	失敗消耗行動力	次數限制	獎勵	NPC專屬碼	NPC_AI模式	NPC_難度	是否可重覆	獲得金幣倍率	賽場編號	賽場徽標	拳館等級需求	據點ICON	關卡敘述	NPC爬起次數 	讀秒區間1	讀秒區間2	圖紙	回合時間	勝利條件類型	勝利條件變數	爆衣機率	頭套ID
1001182	9013018	3	12	35	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511001":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0502104":{"amount":1},"0502105":{"amount":1}}}	2001006	19	3.00	1	1.38	outer_floor_d	ring_floor_d	0	stage01map_point_06	9113018	1	4	8	{}	0	0	0	30	
1001183	9013018	3	12	35	12	2	0	{"150":{"0202009":{"amount":1},"0502020":{"amount":5}},"1000":{"0511001":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0502106":{"amount":1}}}	2001006	19	3.00	1	1.38	outer_floor_d	ring_floor_d	0	stage01map_point_06	9113018	1	4	8	{"332":{"5002035":{"base":1,"amount":1}}}	0	0	0	10	
1002031	9013021	3	12	38	12	2	0	{"1000":{"0511013":{"base":5,"amount":3},"0511008":{"base":5,"amount":3},"0501032":{"base":3,"amount":2},"0503009":{"amount":1}}}	2001007	32	4.00	1	1.40	outer_floor_d1	ring_floor_d1	5	stage02map_point_01	9113021	1	4	8	{}	0	0	0	60	
1002032	9013021	3	12	38	12	2	0	{"1000":{"0511014":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0503013":{"amount":1},"0503501":{"amount":1}}}	2001007	32	4.00	1	1.40	outer_floor_d1	ring_floor_d1	5	stage02map_point_01	9113021	1	4	8	{}	0	0	0	30	
1002033	9013021	3	12	38	12	2	0	{"150":{"0503055":{"amount":5}},"1000":{"0511014":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0503503":{"amount":1}}}	2001007	32	4.00	1	1.40	outer_floor_d1	ring_floor_d1	5	stage02map_point_01	9113021	1	4	8	{}	0	0	0	10	
1002061	9013024	3	12	38	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511014":{"base":5,"amount":3},"0511026":{"base":5,"amount":3},"0501034":{"base":3,"amount":2},"0505003":{"amount":1}}}	2001008	33	4.00	1	1.42	outer_floor_d1	ring_floor_d1	5	stage01map_point_05	9113024	1	4	8	{}	0	0	0	60	
1002062	9013024	3	12	38	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511020":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0501048":{"base":3,"amount":2},"0505004":{"amount":1}}}	2001008	33	4.00	1	1.42	outer_floor_d1	ring_floor_d1	5	stage01map_point_05	9113024	1	4	8	{}	0	0	0	30	
1002063	9013024	3	12	38	12	2	0	{"150":{"0502055":{"amount":5}},"1000":{"0511020":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0501048":{"base":3,"amount":2},"0505005":{"amount":1}}}	2001008	33	4.00	1	1.42	outer_floor_d1	ring_floor_d1	5	stage01map_point_05	9113024	1	4	8	{}	0	0	0	10	
1002091	9013027	3	12	38	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511013":{"base":5,"amount":3},"0511007":{"base":5,"amount":3},"0501035":{"base":3,"amount":2},"0505015":{"amount":1}}}	2001009	34	4.00	1	1.44	outer_floor_d1	ring_floor_d1	5	stage02map_point_03	9113027	1	4	8	{}	0	0	0	60	
1002092	9013027	3	12	38	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511014":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0501048":{"base":3,"amount":2},"0505018":{"amount":1}}}	2001009	34	4.00	1	1.44	outer_floor_d1	ring_floor_d1	5	stage02map_point_03	9113027	1	4	8	{}	0	0	0	30	
1002093	9013027	3	12	38	12	2	0	{"150":{"0501014":{"amount":5}},"1000":{"0511014":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0501048":{"base":3,"amount":2},"0505501":{"amount":1},"0505502":{"amount":1}}}	2001009	34	4.00	1	1.44	outer_floor_d1	ring_floor_d1	5	stage02map_point_03	9113027	1	4	8	{}	0	0	0	10	
1002121	9013030	3	12	40	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0501001":{"base":1,"amount":2},"0511025":{"base":5,"amount":3},"0501044":{"base":3,"amount":2},"0510002":{"amount":1},"0510003":{"amount":1}}}	2001010	35	4.50	1	1.46	outer_floor_d1	ring_floor_d1	5	stage02map_point_04	9113030	2	4	8	{}	0	0	0	60	
1002122	9013030	3	12	40	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511002":{"base":1,"amount":2},"0511025":{"base":5,"amount":3},"0501050":{"base":3,"amount":2},"0510004":{"amount":1}}}	2001010	35	4.50	1	1.46	outer_floor_d1	ring_floor_d1	5	stage02map_point_04	9113030	2	4	8	{}	0	0	0	30	
1002123	9013030	3	12	40	12	2	0	{"150":{"0503055":{"amount":5}},"1000":{"0501001":{"base":1,"amount":2},"0511025":{"base":5,"amount":3},"0511026":{"base":3,"amount":2},"0510005":{"amount":2}}}	2001010	35	4.50	1	1.46	outer_floor_d1	ring_floor_d1	5	stage02map_point_04	9113030	2	4	8	{}	0	0	0	10	
1002151	9013033	3	12	40	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511002":{"base":5,"amount":3},"0511001":{"base":5,"amount":3},"0501045":{"base":3,"amount":2},"0510010":{"amount":2}}}	2001011	36	4.00	1	1.47	outer_floor_d1	ring_floor_d1	5	stage02map_point_05	9113033	2	4	8	{}	0	0	0	60	
1002152	9013033	3	12	40	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511002":{"base":1,"amount":2},"0511001":{"base":5,"amount":3},"0501052":{"base":3,"amount":2},"0510011":{"amount":1}}}	2001011	36	4.00	1	1.47	outer_floor_d1	ring_floor_d1	5	stage02map_point_05	9113033	2	4	8	{}	0	0	0	30	
1002153	9013033	3	12	40	12	2	0	{"150":{"0506055":{"amount":5}},"1000":{"0511002":{"base":1,"amount":2},"0511001":{"base":5,"amount":3},"0501052":{"base":3,"amount":2},"0510012":{"amount":1}}}	2001011	36	4.00	1	1.47	outer_floor_d1	ring_floor_d1	5	stage02map_point_05	9113033	2	4	8	{}	0	0	0	10	
1002181	9013036	3	12	40	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511013":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0501046":{"base":3,"amount":2},"0510017":{"amount":1}}}	2001012	37	4.50	1	1.48	outer_floor_d1	ring_floor_d1	5	stage02map_point_06	9113036	2	4	8	{}	0	0	0	60	
1002182	9013036	3	12	40	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511014":{"base":1,"amount":2},"0511013":{"base":5,"amount":3},"0501055":{"base":3,"amount":2},"0510018":{"amount":1},"0510019":{"amount":1}}}	2001012	37	4.50	1	1.48	outer_floor_d1	ring_floor_d1	5	stage02map_point_06	9113036	2	4	8	{}	0	0	0	30	
1002183	9013036	3	12	40	12	2	0	{"150":{"0506055":{"amount":5}},"1000":{"0511014":{"base":1,"amount":2},"0511013":{"base":5,"amount":3},"0501055":{"base":3,"amount":2},"0510020":{"amount":2}}}	2001012	37	4.50	1	1.48	outer_floor_d1	ring_floor_d1	5	stage02map_point_06	9113036	2	4	8	{}	0	0	0	10	
1003031	9013039	3	12	43	12	2	0	{"1000":{"0511007":{"base":1,"amount":2},"0511025":{"base":5,"amount":3},"0511001":{"base":3,"amount":2},"0510025":{"amount":2}}}	2001013	50	4.00	1	1.50	outer_floor_d2	ring_floor_d2	8	stage03map_point_01	9113039	1	4	8	{}	0	0	0	60	
1003032	9013039	3	12	43	12	2	0	{"1000":{"0501032":{"base":1,"amount":2},"0511025":{"base":5,"amount":3},"0503006":{"base":3,"amount":2},"0501009":{"amount":1}}}	2001013	50	4.00	1	1.50	outer_floor_d2	ring_floor_d2	8	stage03map_point_01	9113039	1	4	8	{}	0	0	0	30	
1003033	9013039	3	12	43	12	2	0	{"150":{"0505003":{"amount":5}},"1000":{"0501032":{"base":1,"amount":2},"0511025":{"base":5,"amount":3},"0503006":{"base":3,"amount":2},"0501011":{"amount":1}}}	2001013	50	4.00	1	1.50	outer_floor_d2	ring_floor_d2	8	stage03map_point_01	9113039	1	4	8	{}	0	0	0	10	
1003061	9013042	3	12	43	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511013":{"base":1,"amount":2},"0511019":{"base":5,"amount":3},"0511001":{"base":3,"amount":2},"0501025":{"amount":1}}}	2001014	51	3.00	1	1.52	outer_floor_d2	ring_floor_d2	8	stage03map_point_02	9113042	0	0	0	{}	0	0	0	60	
1003062	9013042	3	12	43	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"5002035":{"amount":1},"0501034":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0501027":{"amount":1}}}	2001014	51	3.00	1	1.52	outer_floor_d2	ring_floor_d2	8	stage03map_point_02	9113042	0	0	0	{}	0	0	0	30	
1003063	9013042	3	12	43	12	2	0	{"150":{"0502033":{"amount":5}},"1000":{"5002035":{"amount":1},"0501034":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0501032":{"amount":1},"0501037":{"amount":1}}}	2001014	51	3.00	1	1.52	outer_floor_d2	ring_floor_d2	8	stage03map_point_02	9113042	0	0	0	{}	0	0	0	10	
1003091	9013045	3	12	43	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511013":{"base":1,"amount":2},"0511001":{"base":5,"amount":3},"0511019":{"base":3,"amount":2},"0502016":{"amount":1},"0502017":{"amount":1}}}	2001015	52	3.00	1	1.54	outer_floor_d2	ring_floor_d2	8	stage03map_point_03	9113045	1	4	8	{}	0	0	0	60	
1003092	9013045	3	12	43	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0501035":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0505006":{"base":3,"amount":2},"0502018":{"amount":1}}}	2001015	52	3.00	1	1.54	outer_floor_d2	ring_floor_d2	8	stage03map_point_03	9113045	1	4	8	{}	0	0	0	30	
1003093	9013045	3	12	43	12	2	0	{"150":{"0503002":{"amount":5}},"1000":{"0501035":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0505006":{"base":3,"amount":2},"0502026":{"amount":1}}}	2001015	52	3.00	1	1.54	outer_floor_d2	ring_floor_d2	8	stage03map_point_03	9113045	1	4	8	{}	0	0	0	10	
1003121	9013048	3	12	45	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"0511013":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511002":{"base":3,"amount":2},"0502038":{"amount":1}}}	2001016	53	3.50	1	1.56	outer_floor_d2	ring_floor_d2	8	stage03map_point_04	9113048	2	4	8	{}	0	0	0	60	
1003122	9013048	3	12	45	12	2	0	{"150":{"0202009":{"amount":1}},"1000":{"5002035":{"amount":1},"0501044":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0502039":{"amount":1}}}	2001016	53	3.50	1	1.56	outer_floor_d2	ring_floor_d2	8	stage03map_point_04	9113048	2	4	8	{}	0	0	0	30	
1003123	9013048	3	12	45	12	2	0	{"150":{"0502033":{"amount":5}},"1000":{"5002035":{"amount":1},"0501044":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0502041":{"amount":1},"0502042":{"amount":1}}}	2001016	53	3.50	1	1.56	outer_floor_d2	ring_floor_d2	8	stage03map_point_04	9113048	2	4	8	{}	0	0	0	10	
1003151	9013051	3	12	45	12	2	0	{"1000":{"0511001":{"base":1,"amount":2},"0511019":{"base":5,"amount":3},"0511013":{"base":3,"amount":2},"0502505":{"amount":1}}}	2001017	54	3.00	1	1.57	outer_floor_d2	ring_floor_d2	8	stage02map_point_03	9113051	2	4	8	{}	0	0	0	60	
1003152	9013051	3	12	45	12	2	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0501045":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0505006":{"base":3,"amount":2},"0502654":{"amount":6},"0502660":{"amount":6}}}	2001017	54	3.00	1	1.57	outer_floor_d2	ring_floor_d2	8	stage02map_point_03	9113051	2	4	8	{}	0	0	0	30	
1003153	9013051	3	12	45	12	2	0	{"150":{"0505003":{"amount":5}},"1000":{"0501045":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0505006":{"base":3,"amount":2},"0503014":{"amount":1}}}	2001017	54	3.00	1	1.57	outer_floor_d2	ring_floor_d2	8	stage02map_point_03	9113051	2	4	8	{}	0	0	0	10	
1003181	9013054	3	12	45	12	2	0	{"1000":{"0511001":{"base":1,"amount":2},"0511013":{"base":5,"amount":3},"0511007":{"base":3,"amount":2},"0503502":{"amount":1}}}	2001018	55	4.00	1	1.59	outer_floor_d2	ring_floor_d2	8	stage03map_point_05	9113054	2	4	8	{}	0	0	0	60	
1003182	9013054	3	12	45	12	2	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0501046":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0503006":{"base":3,"amount":2},"0503505":{"amount":1}}}	2001018	55	4.00	1	1.59	outer_floor_d2	ring_floor_d2	8	stage03map_point_05	9113054	2	4	8	{}	0	0	0	30	
1003183	9013054	3	12	45	12	2	0	{"150":{"0503002":{"amount":5}},"1000":{"0501046":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0503006":{"base":3,"amount":2},"0503654":{"amount":6}}}	2001018	55	4.00	1	1.59	outer_floor_d2	ring_floor_d2	8	stage03map_point_05	9113054	2	4	8	{}	0	0	0	10	
1004031	9013057	3	16	48	16	4	0	{"1000":{"0511008":{"base":1,"amount":2},"0511015":{"base":5,"amount":3},"0511020":{"base":3,"amount":2},"0505017":{"amount":1}}}	2001019	68	5.00	1	1.60	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113057	1	4	8	{}	0	0	0	60	
1004032	9013057	3	16	48	16	4	0	{"1000":{"0511009":{"base":1,"amount":2},"0511015":{"base":5,"amount":3},"0503001":{"base":3,"amount":2},"0505055":{"amount":1},"0505101":{"amount":1}}}	2001019	68	5.00	1	1.60	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113057	1	4	8	{}	0	0	0	30	
1004033	9013057	3	16	48	16	4	0	{"150":{"0503060":{"amount":5}},"1000":{"0511009":{"base":1,"amount":2},"0511015":{"base":5,"amount":3},"0503001":{"base":3,"amount":2},"0505103":{"amount":1}}}	2001019	68	5.00	1	1.60	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113057	1	4	8	{}	0	0	0	10	
1004061	9013060	3	16	48	16	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511014":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0511013":{"base":3,"amount":2},"0505503":{"amount":1},"0505504":{"amount":1}}}	2001020	69	4.50	1	1.69	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113060	1	4	8	{}	0	0	0	60	
1004062	9013060	3	16	48	16	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511003":{"base":1,"amount":2},"0511009":{"base":5,"amount":3},"0503001":{"base":3,"amount":2},"0505505":{"amount":1}}}	2001020	69	4.50	1	1.69	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113060	1	4	8	{}	0	0	0	30	
1004063	9013060	3	16	48	16	4	0	{"150":{"0505060":{"amount":5}},"1000":{"0511003":{"base":1,"amount":2},"0511009":{"base":5,"amount":3},"0503001":{"base":3,"amount":2},"0505506":{"amount":1}}}	2001020	69	4.50	1	1.69	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113060	1	4	8	{}	0	0	0	10	
1004091	9013063	3	16	48	16	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511008":{"base":1,"amount":2},"0511019":{"base":5,"amount":3},"0511002":{"base":3,"amount":2},"0506055":{"amount":1}}}	2001021	70	5.00	1	1.73	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113063	1	4	8	{}	0	0	0	60	
1004092	9013063	3	16	48	16	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511003":{"base":1,"amount":2},"0511009":{"base":5,"amount":3},"0502011":{"base":3,"amount":2},"0506654":{"amount":6}}}	2001021	70	5.00	1	1.73	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113063	1	4	8	{}	0	0	0	30	
1004093	9013063	3	16	48	16	4	0	{"150":{"0502060":{"amount":5}},"1000":{"0511003":{"base":1,"amount":2},"0511009":{"base":5,"amount":3},"0502011":{"base":3,"amount":2},"0506660":{"amount":6},"0501008":{"amount":1}}}	2001021	70	5.00	1	1.73	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113063	1	4	8	{}	0	0	0	10	
1004121	9013066	3	16	50	16	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511020":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0511007":{"base":3,"amount":2},"0501020":{"amount":3}}}	2001022	71	5.50	1	1.01	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113066	2	4	8	{}	0	0	0	60	
1004122	9013066	3	16	50	16	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511015":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0502011":{"base":3,"amount":2},"0501023":{"amount":1},"0501030":{"amount":1}}}	2001022	71	5.50	1	1.01	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113066	2	4	8	{}	0	0	0	30	
1004123	9013066	3	16	50	16	4	0	{"150":{"0502060":{"amount":5}},"1000":{"0511015":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0502011":{"base":3,"amount":2},"0501031":{"amount":2}}}	2001022	71	5.50	1	1.01	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113066	2	4	8	{}	0	0	0	10	
1004151	9013069	3	16	50	16	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511007":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0511002":{"base":3,"amount":2},"0501049":{"amount":1}}}	2001023	72	5.50	1	1.01	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113069	2	4	8	{}	0	0	0	60	
1004152	9013069	3	16	50	16	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511009":{"base":1,"amount":2},"0511021":{"base":5,"amount":3},"0505005":{"base":3,"amount":2},"0501057":{"amount":6}}}	2001023	72	5.50	1	1.01	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113069	2	4	8	{}	0	0	0	30	
1004153	9013069	3	16	50	16	4	0	{"150":{"0506060":{"amount":5}},"1000":{"0511009":{"base":1,"amount":2},"0511021":{"base":5,"amount":3},"0505005":{"base":3,"amount":2},"0501059":{"amount":6}}}	2001023	72	5.50	1	1.01	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113069	2	4	8	{}	0	0	0	10	
1004181	9013072	3	16	50	16	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511014":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0511002":{"base":3,"amount":2},"0502029":{"amount":3}}}	2001024	73	5.50	1	1.77	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113072	2	4	8	{}	0	0	0	60	
1004182	9013072	3	16	50	16	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511014":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0505005":{"base":3,"amount":2},"0502036":{"amount":1},"0502043":{"amount":3}}}	2001024	73	5.50	1	1.77	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113072	2	4	8	{}	0	0	0	30	
1004183	9013072	3	16	50	16	4	0	{"150":{"0506060":{"amount":5}},"1000":{"0511014":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0505005":{"base":3,"amount":2},"0502045":{"amount":1}}}	2001024	73	5.50	1	1.77	outer_floor_d3	ring_floor_d3	18	stage04map_point_01	9113072	2	4	8	{}	0	0	0	10	
1005031	9013075	3	24	53	24	4	0	{"1000":{"0511014":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0501036":{"base":3,"amount":2},"0502054":{"amount":1},"0502057":{"amount":3}}}	2001025	86	4.00	1	1.81	outer_floor_d4	ring_floor_d4	26	stage05map_point_01	9113075	1	4	8	{}	0	0	0	60	
1005032	9013075	3	24	53	24	4	0	{"1000":{"0501032":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0503004":{"base":3,"amount":2},"0502058":{"amount":3}}}	2001025	86	4.00	1	1.81	outer_floor_d4	ring_floor_d4	26	stage05map_point_01	9113075	1	4	8	{}	0	0	0	30	
1005033	9013075	3	24	53	24	4	0	{"150":{"0503008":{"amount":5}},"1000":{"0501032":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0503004":{"base":3,"amount":2},"0502060":{"amount":1}}}	2001025	86	4.00	1	1.81	outer_floor_d4	ring_floor_d4	26	stage05map_point_01	9113075	1	4	8	{}	0	0	0	10	
1005061	9013078	3	24	53	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511007":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0501037":{"base":3,"amount":2},"0502079":{"amount":6}}}	2001026	87	2.00	1	1.84	outer_floor_d4	ring_floor_d4	26	stage05map_point_02	9113078	1	4	8	{}	0	0	0	60	
1005062	9013078	3	24	53	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0501037":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0505007":{"base":3,"amount":2},"0502091":{"amount":3}}}	2001026	87	2.00	1	1.84	outer_floor_d4	ring_floor_d4	26	stage05map_point_02	9113078	1	4	8	{}	0	0	0	30	
1005063	9013078	3	24	53	24	4	0	{"150":{"0503008":{"amount":5}},"1000":{"0501037":{"base":1,"amount":2},"0511026":{"base":5,"amount":3},"0505007":{"base":3,"amount":2},"0502095":{"amount":3},"0502668":{"amount":6}}}	2001026	87	2.00	1	1.84	outer_floor_d4	ring_floor_d4	26	stage05map_point_02	9113078	1	4	8	{}	0	0	0	10	
1005091	9013081	3	24	53	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511014":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0501038":{"base":3,"amount":2},"0503010":{"amount":1},"0503011":{"amount":3}}}	2001027	88	3.00	1	1.88	outer_floor_d4	ring_floor_d4	26	stage05map_point_02	9113081	1	4	8	{}	0	0	0	60	
1005092	9013081	3	24	53	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0501038":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0502502":{"base":3,"amount":2},"0503012":{"amount":3}}}	2001027	88	3.00	1	1.88	outer_floor_d4	ring_floor_d4	26	stage05map_point_02	9113081	1	4	8	{}	0	0	0	30	
1005093	9013081	3	24	53	24	4	0	{"150":{"0502015":{"amount":5}},"1000":{"0501038":{"base":1,"amount":2},"0511020":{"base":5,"amount":3},"0502502":{"base":3,"amount":2},"0503018":{"amount":1}}}	2001027	88	3.00	1	1.88	outer_floor_d4	ring_floor_d4	26	stage05map_point_02	9113081	1	4	8	{}	0	0	0	10	
1005121	9013084	3	24	55	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0511014":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0501039":{"base":3,"amount":2},"0503057":{"amount":3}}}	2001028	89	4.00	1	1.92	outer_floor_d4	ring_floor_d4	26	stage05map_point_03	9113084	2	4	8	{}	0	0	0	60	
1005122	9013084	3	24	55	24	4	0	{"150":{"0202009":{"amount":1}},"1000":{"0501039":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0503004":{"base":3,"amount":2},"0503058":{"amount":3}}}	2001028	89	4.00	1	1.92	outer_floor_d4	ring_floor_d4	26	stage05map_point_03	9113084	2	4	8	{}	0	0	0	30	
1005123	9013084	3	24	55	24	4	0	{"150":{"0502015":{"amount":5}},"1000":{"0501039":{"base":1,"amount":2},"0511002":{"base":5,"amount":3},"0503004":{"base":3,"amount":2},"0503060":{"amount":1}}}	2001028	89	4.00	1	1.92	outer_floor_d4	ring_floor_d4	26	stage05map_point_03	9113084	2	4	8	{}	0	0	0	10	
1005151	9013087	3	24	55	24	4	0	{"1000":{"0511007":{"base":1,"amount":2},"0511014":{"base":5,"amount":3},"0501040":{"base":3,"amount":2},"0503078":{"amount":3}}}	2001029	90	4.00	1	1.01	outer_floor_d4	ring_floor_d4	26	stage05map_point_04	9113087	2	4	8	{}	0	0	0	60	
1005152	9013087	3	24	55	24	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0501040":{"base":1,"amount":2},"0511015":{"base":5,"amount":3},"0502502":{"base":3,"amount":2},"0503507":{"amount":3},"0503651":{"amount":6}}}	2001029	90	4.00	1	1.01	outer_floor_d4	ring_floor_d4	26	stage05map_point_04	9113087	2	4	8	{}	0	0	0	30	
1005153	9013087	3	24	55	24	4	0	{"150":{"0505008":{"amount":5}},"1000":{"0501040":{"base":1,"amount":2},"0511015":{"base":5,"amount":3},"0502502":{"base":3,"amount":2},"0503666":{"amount":3}}}	2001029	90	4.00	1	1.01	outer_floor_d4	ring_floor_d4	26	stage05map_point_04	9113087	2	4	8	{}	0	0	0	10	
1005181	9013090	3	24	55	24	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0511001":{"base":1,"amount":2},"0511007":{"base":5,"amount":3},"0501042":{"base":3,"amount":2},"0505011":{"amount":3}}}	2001030	91	5.00	1	1.96	outer_floor_d4	ring_floor_d4	26	stage05map_point_05	9113090	2	4	8	{}	0	0	0	60	
1005182	9013090	3	24	55	24	4	0	{"150":{"0202009":{"base":1,"amount":2}},"1000":{"0501042":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0505007":{"base":3,"amount":2},"0505012":{"amount":3}}}	2001030	91	5.00	1	1.96	outer_floor_d4	ring_floor_d4	26	stage05map_point_05	9113090	2	4	8	{}	0	0	0	30	
1005183	9013090	3	24	55	24	4	0	{"150":{"0505008":{"amount":5}},"1000":{"0501042":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0505007":{"base":3,"amount":2},"0505016":{"amount":1}}}	2001030	91	5.00	1	1.96	outer_floor_d4	ring_floor_d4	26	stage05map_point_05	9113090	2	4	8	{}	0	0	0	10	
1006031	9013093	3	24	58	24	4	0	{"1000":{"051100.":{"base":1,"amount":2},"0511009":{"base":5,"amount":3},"0511021":{"base":3,"amount":2},"0505058":{"amount":3}}}	2001031	104	4.00	1	2.00	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113093	1	4	8	{}	0	0	0	60	
1006032	9013093	3	24	58	24	4	0	{"1000":{"0511003":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0503005":{"base":3,"amount":2},"0505060":{"amount":1}}}	2001031	104	4.00	1	2.00	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113093	1	4	8	{}	0	0	0	30	
1006033	9013093	3	24	58	24	4	0	{"150":{"0503054":{"amount":5}},"1000":{"0511003":{"base":1,"amount":2},"0511008":{"base":5,"amount":3},"0503005":{"base":3,"amount":2},"0505064":{"amount":6},"0505069":{"amount":6}}}	2001031	104	4.00	1	2.00	outer_floor_d5	ring_floor_d5	40	stage06map_point_01	9113093	1	4	8	{}	0	0	0	10	
