專屬碼	名稱	屬性	臉	皮膚	胸部	裝備	技能1	技能2	音效包	被動技能	頭像	頭像框	弱點加成	弱點	弱點角色	弱點技能
2001160	9020153	{"1":660,"2":600,"3":575,"4":450,"5":465,"6":250,"7":60,"8":250,"11":1.25,"12":1.2,"13":1.2,"22":2000}	2201010	2202001	2203002	["0101011","0102020","0103056","","0105060","0106053"]	{"id":"0305004","damage":65,"success":90,"time":90,"rage":0,"blood":90}	{}	1100904					[]	[]	[]
2001161	9020154	{"1":605,"2":525,"3":520,"4":510,"5":450,"6":150,"7":150,"8":150,"11":1.2,"12":1.2,"13":1.2}	2201009	2202001	2203002	["0101011","0102019","0103013","","0105060","0106053"]	{"id":"0301008","damage":150,"success":0,"time":1,"rage":1,"blood":1}	{"id":"0301010","damage":40,"success":0,"time":1,"rage":1,"blood":1}	1100902					[]	[]	[]
2001162	9020155	{"1":690,"2":585,"3":500,"4":485,"5":460,"6":200,"7":200,"8":200,"11":1,"12":1,"13":1}	2201008	2202001	2203003	["0101024","0102042","0103057","","0105053","0106058"]	{"id":"0301008","damage":200,"success":0,"time":1,"rage":1,"blood":1}	{"id":"0301010","damage":50,"success":0,"time":1,"rage":1,"blood":1}	1100906					[]	[]	[]
2001163	9020156	{"1":660,"2":550,"3":460,"4":540,"5":415,"6":200,"7":80,"8":200,"11":1.2,"12":1.2,"13":1,"21":800}	2201009	2202001	2203001	["0101040","0102034","0103010","","0105056","0106062"]	{"id":"0305003","damage":65,"success":90,"time":90,"rage":0,"blood":90}	{}	1100903					[]	[]	[]
2001164	9020157	{"1":700,"2":605,"3":490,"4":550,"5":440,"6":250,"7":70,"8":250,"11":1.2,"12":1.25,"13":1,"21":1500}	2201010	2202001	2203001	["0101030","0102056","0103056","","0105056","0106056"]	{"id":"0305004","damage":65,"success":90,"time":90,"rage":0,"blood":90}	{}	1100901					[]	[]	[]
2001165	9020158	{"1":600,"2":550,"3":460,"4":485,"5":480,"6":200,"7":200,"8":80,"11":1.2,"12":1.2,"13":1,"21":1000}	2201008	2202004	2203002	["0101031","0102060","0103060","","0105060","0106060"]	{"id":"0301001","damage":150,"success":0,"time":90,"rage":90,"blood":90}	{"id":"0305010","damage":40,"success":90,"time":90,"rage":0,"blood":90}	1100901					[]	[]	[]
2001166	9020159	{"1":700,"2":605,"3":490,"4":475,"5":450,"6":250,"7":250,"8":70,"11":1.25,"12":1.3,"13":0.9,"21":2000}	2201008	2202005	2203003	["0101032","0102018","0103011","","0105061","0106061"]	{"id":"0301001","damage":180,"success":0,"time":90,"rage":90,"blood":90}	{"id":"0305010","damage":50,"success":90,"time":90,"rage":0,"blood":90}	1100907					[]	[]	[]
2001167	9020160	{"1":600,"2":550,"3":460,"4":495,"5":475,"6":80,"7":200,"8":200,"11":1.25,"12":1.2,"13":1.2}	2201008	2202001	2203004	["0101033","0102009","0103062","","0105062","0106062"]	{"id":"0301007","damage":100,"success":0,"time":90,"rage":90,"blood":90}	{"id":"0305007","damage":40,"success":90,"time":90,"rage":0,"blood":90}	1100907					[]	[]	[]
2001168	9020161	{"1":700,"2":605,"3":490,"4":425,"5":495,"6":60,"7":280,"8":280,"11":1.25,"12":1.2,"13":1.2}	2201008	2202001	2203001	["0101034","0102054","0103053","","0105054",""]	{"id":"0301007","damage":120,"success":0,"time":90,"rage":90,"blood":90}	{"id":"0305007","damage":50,"success":90,"time":90,"rage":0,"blood":90}	1100906					[]	[]	[]
2001169	9020162	{"1":550,"2":700,"3":440,"4":600,"5":490,"6":250,"7":80,"8":80,"11":1.1,"12":1.1,"13":1.1,"22":5000}	2201009	2202001	2203001	["0101035","0102044","0103004","","0105004",""]	{"id":"0301008","damage":100,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305003","damage":40,"success":80,"time":80,"rage":0,"blood":80}	1100906	0302029				[]	[]	[]
2001170	9020163	{"1":430,"2":770,"3":560,"4":540,"5":600,"6":300,"7":70,"8":70,"11":1.2,"12":1.2,"13":1.2,"22":8000}	2201008	2202001	2203002	["0101019","0102051","0103061","","0105054",""]	{"id":"0301008","damage":150,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305003","damage":50,"success":80,"time":80,"rage":0,"blood":80}	1100902	0302029				[]	[]	[]
2001171	9020164	{"1":240,"2":750,"3":330,"4":450,"5":600,"6":80,"7":80,"8":80,"11":1.1,"12":1.1,"13":1.1,"22":5000,"24":500}	2201010	2202002	2203003	["0101014","0102025","0103051","","0105051","0106051"]	{"id":"0301009","damage":100,"success":0,"time":90,"rage":90,"blood":90}	{}	1100902					[]	[]	[]
2001172	9020165	{"1":270,"2":630,"3":300,"4":540,"5":510,"6":70,"7":70,"8":70,"11":1.2,"12":1.2,"13":1.2,"22":6000,"24":1500}	2201010	2202003	2203004	["0101053","0102072","0103064","","0105060","0106070"]	{"id":"0301009","damage":150,"success":0,"time":90,"rage":90,"blood":90}	{}	1100906					[]	[]	[]
2001173	9020166	{"1":300,"2":900,"3":510,"4":810,"5":300,"6":200,"7":200,"8":200,"11":1.1,"12":1.1,"13":1.1}	2201008	2202001	2203001	["0101038","0102504","0103502","","0105060","0106063"]	{"id":"0301005","damage":60,"success":0,"time":100,"rage":100,"blood":100}	{"id":"0305001","damage":60,"success":100,"time":100,"rage":0,"blood":100}	1100906					[]	[]	[]
2001174	9020167	{"1":450,"2":960,"3":450,"4":870,"5":420,"6":250,"7":250,"8":250,"11":1,"12":1,"13":1}	2201008	2202001	2203001	["0101015","0102058","0103012","","0105058",""]	{"id":"0301005","damage":60,"success":0,"time":100,"rage":100,"blood":100}	{"id":"0305001","damage":60,"success":100,"time":100,"rage":0,"blood":100}	1100903					[]	[]	[]
2001175	9011005	{"1":540,"2":800,"3":440,"4":600,"5":400,"6":80,"7":120,"8":200,"11":1.1,"12":1.1,"13":1.1}	2201006	2202001	2203001	["0101001","0102101","0103002","","0105101","0106056"]	{"id":"0301009","damage":100,"success":0,"time":100,"rage":100,"blood":100}	{"id":"0305008","damage":40,"success":100,"time":100,"rage":0,"blood":100}	1100005					[]	[]	[]
2001176	9020168	{"1":600,"2":760,"3":660,"4":500,"5":420,"6":70,"7":150,"8":250,"11":1.2,"12":1.2,"13":1.2}	2201008	2202001	2203001	["0101030","0102062","0103062","","0105059",""]	{"id":"0301009","damage":100,"success":0,"time":100,"rage":100,"blood":100}	{"id":"0305008","damage":50,"success":100,"time":100,"rage":0,"blood":100}	1100907					[]	[]	[]
2001177	9020169	{"1":740,"2":940,"3":800,"4":880,"5":600,"6":250,"7":250,"8":80,"11":1.2,"12":1.2,"13":1.1,"21":1000}	2201009	2202001	2203001	["0101031","0102047","0103052","","0105010",""]	{"id":"0301011","damage":100,"success":0,"time":1,"rage":1,"blood":1}	{"id":"0305003","damage":40,"success":100,"time":100,"rage":0,"blood":100}	1100907					[]	[]	[]
2001178	9020170	{"1":800,"2":840,"3":700,"4":900,"5":580,"6":280,"7":280,"8":70,"11":1.2,"12":1.3,"13":1,"21":2000}	2201008	2202001	2203002	["0101032","0102026","0103006","","0105008",""]	{"id":"0301011","damage":150,"success":0,"time":1,"rage":1,"blood":1}	{"id":"0305003","damage":50,"success":100,"time":100,"rage":0,"blood":100}	1100906					[]	[]	[]
2001179	9020171	{"1":880,"2":1000,"3":800,"4":940,"5":600,"6":250,"7":80,"8":250,"11":1.1,"12":1.1,"13":1.1,"22":2000}	2201010	2202001	2203001	["0101033","0102060","0103058","","0105058",""]	{"id":"0301012","damage":30,"success":0,"time":100,"rage":100,"blood":100}	{"id":"0301011","damage":100,"success":0,"time":1,"rage":1,"blood":1}	1100906	0302029				[]	[]	[]
2001180	9020172	{"1":860,"2":980,"3":760,"4":1000,"5":800,"6":280,"7":70,"8":280,"11":1.2,"12":1.2,"13":1.2,"22":3000}	2201009	2202001	2203004	["0101034","0102063","0103060","","0105054","0106061"]	{"id":"0301012","damage":30,"success":0,"time":100,"rage":100,"blood":100}	{"id":"0301011","damage":150,"success":0,"time":1,"rage":1,"blood":1}	1100906	0302029				[]	[]	[]
2001181	9020021	{"1":35,"2":21,"3":16,"4":21,"5":20,"6":20,"7":2000,"8":2000,"11":0.85,"12":0.85,"13":0.85}	2201004	2202001	2203002	["0101058","0102092","0103074","","0105076",""]	{"id":"0301001","damage":10,"success":0,"time":10,"rage":10,"blood":10}	{}	1100906					[]	[]	[]
2001182	9020021	{"1":63,"2":77,"3":70,"4":64,"5":77,"6":40,"7":2000,"8":2000,"11":0.9,"12":0.9,"13":0.9}	2201004	2202001	2203002	["0101058","0102092","0103074","0104002","0105076",""]	{"id":"0301001","damage":25,"success":0,"time":25,"rage":25,"blood":25}	{}	1100901					[]	[]	[]
2001183	9020173	{"1":133,"2":121,"3":119,"4":120,"5":103,"6":60,"7":2000,"8":2000,"11":1,"12":1,"13":1}	2201005	2202001	2203004	["0101060","0102091","0103075","","0105077",""]	{"id":"0301007","damage":40,"success":0,"time":40,"rage":40,"blood":40}	{"id":"0305001","damage":40,"success":40,"time":40,"rage":0,"blood":40}	1100901					[]	[]	[]
2001184	9020173	{"1":1300,"2":1209,"3":1104,"4":788,"5":633,"6":80,"7":2000,"8":2000,"11":1.1,"12":1.1,"13":1.1}	2201005	2202001	2203004	["0101060","0102091","0103075","0104003","0105077",""]	{"id":"0301007","damage":80,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305002","damage":80,"success":80,"time":80,"rage":0,"blood":80}	1100901					[]	[]	[]
2001185	9020174	{"1":23,"2":35,"3":12,"4":20,"5":23,"6":2000,"7":30,"8":2000,"11":0.85,"12":0.85,"13":0.85}	2201001	2202001	2203001	["0101013","0102093","0103076","","0105078","0106077"]	{"id":"0301003","damage":10,"success":0,"time":10,"rage":10,"blood":10}	{}	1100901					[]	[]	[]
2001186	9020174	{"1":57,"2":70,"3":64,"4":66,"5":73,"6":2000,"7":50,"8":2000,"11":0.9,"12":0.9,"13":0.9}	2201001	2202001	2203001	["0101013","0102093","0103076","0104004","0105078","0106077"]	{"id":"0301003","damage":25,"success":0,"time":25,"rage":25,"blood":25}	{}	1100905					[]	[]	[]
2001187	9020024	{"1":140,"2":131,"3":109,"4":114,"5":133,"6":2000,"7":60,"8":2000,"11":1,"12":1,"13":1}	2201002	2202001	2203001	["0101018","0102094","0103077","","0105079","0106078"]	{"id":"0301011","damage":70,"success":0,"time":70,"rage":70,"blood":70}	{}	1100905					[]	[]	[]
2001188	9020024	{"1":1201,"2":1333,"3":1100,"4":842,"5":779,"6":2000,"7":80,"8":2000,"11":1.1,"12":1.1,"13":1.1}	2201002	2202001	2203001	["0101018","0102094","0103077","0104001","0105079","0106078"]	{"id":"0301009","damage":80,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305004","damage":80,"success":80,"time":80,"rage":0,"blood":80}	1100905					[]	[]	[]
2001189	9020175	{"1":21,"2":18,"3":35,"4":17,"5":22,"6":2000,"7":2000,"8":30,"11":0.85,"12":0.85,"13":0.85}	2201003	2202001	2203002	["0101011","0102095","0103078","","0105080","0106079"]	{"id":"0301004","damage":10,"success":0,"time":10,"rage":10,"blood":10}	{}	1100905					[]	[]	[]
2001190	9020175	{"1":63,"2":66,"3":54,"4":77,"5":69,"6":2000,"7":2000,"8":40,"11":0.9,"12":0.9,"13":0.9}	2201003	2202001	2203002	["0101011","0102095","0103078","0104003","0105080","0106079"]	{"id":"0301004","damage":25,"success":0,"time":25,"rage":25,"blood":25}	{}	1100906					[]	[]	[]
2001191	9020176	{"1":102,"2":133,"3":140,"4":100,"5":89,"6":2000,"7":2000,"8":50,"11":1,"12":1,"13":1}	2201004	2202001	2203003	["0101023","0102098","0103081","","0105083","0106081"]	{"id":"0301011","damage":70,"success":0,"time":70,"rage":70,"blood":70}	{}	1100904					[]	[]	[]
2001192	9020176	{"1":1026,"2":1124,"3":1246,"4":780,"5":483,"6":2000,"7":2000,"8":80,"11":1.1,"12":1.1,"13":1.1}	2201004	2202001	2203003	["0101023","0102098","0103081","0104003","0105083","0106081"]	{"id":"0301004","damage":80,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305006","damage":80,"success":80,"time":80,"rage":0,"blood":80}	1100903					[]	[]	[]
2001193	9020177	{"1":33,"2":32,"3":30,"4":15,"5":21,"6":2000,"7":2000,"8":2000,"11":0.85,"12":0.85,"13":0.85}	2201001	2202001	2203001	["0101062","0102099","0103082","","0105084",""]	{"id":"0301006","damage":10,"success":0,"time":10,"rage":10,"blood":10}	{}	1100906					[]	[]	[]
2001194	9020177	{"1":83,"2":93,"3":102,"4":63,"5":57,"6":2000,"7":2000,"8":2000,"11":0.9,"12":0.9,"13":0.9}	2201001	2202001	2203001	["0101062","0102099","0103082","0104004","0105084",""]	{"id":"0301006","damage":25,"success":0,"time":25,"rage":25,"blood":25}	{}	1100904					[]	[]	[]
2001195	9020177	{"1":121,"2":140,"3":103,"4":114,"5":103,"6":2000,"7":2000,"8":2000,"11":1,"12":1,"13":1}	2201001	2202001	2203001	["0101062","0102100","0103083","","0105085","0106082"]	{"id":"0301006","damage":40,"success":0,"time":40,"rage":40,"blood":40}	{"id":"0305007","damage":40,"success":40,"time":40,"rage":0,"blood":40}	1100903					[]	[]	[]
2001196	9020177	{"1":1210,"2":1030,"3":1211,"4":680,"5":770,"6":2000,"7":2000,"8":2000,"11":1.1,"12":1.1,"13":1.1}	2201001	2202001	2203001	["0101062","0102100","0103083","0104004","0105085","0106082"]	{"id":"0301006","damage":80,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305008","damage":80,"success":80,"time":80,"rage":0,"blood":80}	1100906					[]	[]	[]
2001197	9020178	{"1":17,"2":28,"3":21,"4":14,"5":22,"6":100,"7":100,"8":100,"11":0.85,"12":0.85,"13":0.85}	2201002	2202001	2203001	["0101015","0102066","0103063","","0105064","0106064"]	{"id":"0301005","damage":10,"success":0,"time":10,"rage":10,"blood":10}	{}	1100904					[]	[]	[]
2001198	9020178	{"1":86,"2":63,"3":78,"4":70,"5":88,"6":100,"7":120,"8":100,"11":0.9,"12":0.9,"13":0.9}	2201002	2202001	2203001	["0101015","0102066","0103063","0104004","0105064","0106064"]	{"id":"0301005","damage":25,"success":0,"time":25,"rage":25,"blood":25}	{}	1100903					[]	[]	[]
2001199	9020178	{"1":130,"2":140,"3":121,"4":102,"5":133,"6":100,"7":100,"8":120,"11":1,"12":1,"13":1}	2201002	2202001	2203001	["0101015","0102097","0103080","","0105082",""]	{"id":"0301005","damage":40,"success":0,"time":40,"rage":40,"blood":40}	{"id":"0305009","damage":40,"success":40,"time":40,"rage":0,"blood":40}	1100905					[]	[]	[]
2001200	9020178	{"1":1332,"2":1103,"3":1277,"4":830,"5":880,"6":120,"7":100,"8":100,"11":1.1,"12":1.1,"13":1.1}	2201002	2202001	2203001	["0101015","0102097","0103080","0104004","0105082",""]	{"id":"0301005","damage":80,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305010","damage":80,"success":80,"time":80,"rage":0,"blood":80}	1100906					[]	[]	[]
2001201	9020179	{"1":12,"2":26,"3":19,"4":12,"5":25,"6":100,"7":100,"8":100,"11":0.85,"12":0.85,"13":0.85}	2201003	2202001	2203002	["0101030","0102096","0103079","","0105081","0106080"]	{"id":"0301009","damage":10,"success":0,"time":10,"rage":10,"blood":10}	{}	1100904					[]	[]	[]
2001202	9020179	{"1":54,"2":67,"3":49,"4":56,"5":67,"6":100,"7":120,"8":100,"11":0.9,"12":0.9,"13":0.9}	2201003	2202001	2203002	["0101030","0102096","0103079","0104004","0105081","0106080"]	{"id":"0301009","damage":25,"success":0,"time":25,"rage":25,"blood":25}	{}	1100903					[]	[]	[]
2001203	9020179	{"1":113,"2":121,"3":104,"4":87,"5":99,"6":120,"7":100,"8":100,"11":1,"12":1,"13":1}	2201003	2202001	2203002	["0101030","0102025","0103502","","0105503","0106058"]	{"id":"0301009","damage":40,"success":0,"time":40,"rage":40,"blood":40}	{"id":"0305001","damage":40,"success":40,"time":40,"rage":0,"blood":40}	1100906					[]	[]	[]
2001204	9020179	{"1":1330,"2":1109,"3":1080,"4":780,"5":773,"6":100,"7":100,"8":120,"11":1.1,"12":1.1,"13":1.1}	2201003	2202001	2203002	["0101030","0102025","0103502","","0105503","0106058"]	{"id":"0301009","damage":80,"success":0,"time":80,"rage":80,"blood":80}	{"id":"0305011","damage":80,"success":80,"time":80,"rage":0,"blood":80}	1100904					[]	[]	[]
2001205	9011005	{"1":9999,"2":9999,"3":9999,"4":9999,"5":9999,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201006	2202001	2203001	["0101001","0102026","0103001","0104004","0105001",""]	{"id":"0301012","damage":9999,"success":0,"time":9999,"rage":9999,"blood":9999}	{}	1100005					[]	[]	[]
2001206	9011003	{"1":5,"2":3,"3":2,"4":3,"5":2,"6":80,"7":20,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201005	2202001	2203004	["0101005","0102005","0103005","","0105005",""]	{}	{}	1100003					[]	[]	[]
2001207	9011006	{"1":23,"2":10,"3":8,"4":13,"5":8,"6":80,"7":20,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201002	2202001	2203002	["0101002","0102050","0103006","","0105006",""]	{}	{}	1100006					[]	[]	[]
2001208	9011004	{"1":8,"2":5,"3":3,"4":1,"5":4,"6":80,"7":20,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201004	2202001	2203003	["0101004","0102024","0103004","","0105004",""]	{}	{}	1100004					[]	[]	[]
2001209	9011002	{"1":10,"2":8,"3":8,"4":5,"5":7,"6":80,"7":20,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201003	2202001	2203002	["0101003","0102049","0103003","","0105003",""]	{}	{}	1100002					[]	[]	[]
2001210	9020185	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{}	{}	1100906		minion_01	1	2	["0102212","0103095","0105097"]	["1100002","1100003","1100004"]	["0301011","0301007"]
2001211	9020186	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{}	{}	1100904		minion_02	2	2	["0102212","0103095","0105097"]	["1100002","1100003","1100004"]	["0301011","0301007"]
2001212	9020187	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{}	{}	1100903		minion_03	3	2	["0102212","0103095","0105097"]	["1100002","1100003","1100004"]	["0301011","0301007"]
2001213	9020185	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{}	{}	1100906		minion_01	1	2	["0102212","0103095","0105097"]	["1100001","1100005","1100006"]	["0301011","0301007"]
2001214	9020186	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":0.8,"12":0.8,"13":0.8}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{}	{}	1100904		minion_02	2	2	["0102212","0103095","0105097"]	["1100001","1100005","1100006"]	["0301011","0301007"]
2001215	9020187	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":1.1,"12":1.1,"13":1.1}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{}	{}	1100903		minion_03	3	2	["0102212","0103095","0105097"]	["1100001","1100005","1100006"]	["0301011","0301007"]
2001216	9020185	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":1.1,"12":1.1,"13":1.1}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{}	{}	1100906		minion_01	1	2	["0102212","0103095","0105097"]	["1100001","1100002","1100007"]	["0301011","0301007"]
2001217	9020186	{"1":150,"2":150,"3":150,"4":225,"5":1000,"6":80,"7":80,"8":80,"11":1.1,"12":1.1,"13":1.1}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{}	{}	1100904		minion_02	2	2	["0102212","0103095","0105097"]	["1100001","1100002","1100007"]	["0301011","0301007"]
2001218	9020187	{"1":150,"2":150,"3":150,"4":125,"5":1000,"6":80,"7":80,"8":80,"11":1.1,"12":1.1,"13":1.1}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{}	{}	1100903		minion_03	3	2	["0102212","0103095","0105097"]	["1100001","1100002","1100007"]	["0301011","0301007"]
2001219	9020188	{"1":400,"2":400,"3":400,"4":800,"5":1700,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201011	2202001	2203001	["0101068","0102212","0103095","","0105097",""]	{}	{}	1100905	0302039	bossLV01	4	1	["0102212","0103095","0105097"]	["1100005","1100006"]	["0305004","0305005","0305006","0305007"]
2001220	9020185	{"1":1300,"2":1000,"3":1000,"4":300,"5":1400,"6":150,"7":100,"8":150,"11":1.2,"12":1.2,"13":1.2}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{}	{}	1100905	0302037	minion_01	1	2	["0102212","0103095","0105097"]	["1100001","1100002"]	["0305003","0305004"]
2001221	9020186	{"1":1000,"2":1300,"3":1000,"4":900,"5":1200,"6":100,"7":150,"8":150,"11":1.2,"12":1.2,"13":1.2}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{"id":"0301008","damage":2000,"success":0,"time":200,"rage":100,"blood":1}	{"id":"0301011","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100904	0302037	minion_02	2	2	["0102212","0103095","0105097"]	["1100001","1100002"]	["0301011","0301008"]
2001222	9020187	{"1":1000,"2":1300,"3":1000,"4":900,"5":1200,"6":150,"7":150,"8":150,"11":1.2,"12":1.2,"13":1.2}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{"id":"0301011","damage":1000,"success":0,"time":200,"rage":200,"blood":1}	{"id":"0301004","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100903	0302037	minion_03	3	2	["0102212","0103095","0105097"]	["1100001","1100002"]	["0305006","0301008"]
2001223	9020185	{"1":1000,"2":1300,"3":1000,"4":900,"5":800,"6":150,"7":150,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{"id":"0301008","damage":2000,"success":0,"time":200,"rage":100,"blood":1}	{"id":"0301011","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100906	0302037	minion_01	1	3	["0102212","0103095","0105097"]	["1100004","1100005"]	["0305002","0301003"]
2001224	9020186	{"1":1000,"2":1300,"3":1000,"4":900,"5":1600,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{"id":"0301008","damage":2000,"success":0,"time":200,"rage":100,"blood":1}	{"id":"0301011","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100904	0302037	minion_02	2	2	["0102212","0103095","0105097"]	["1100004","1100005"]	["0305005","0301002"]
2001225	9020187	{"1":1000,"2":1300,"3":1000,"4":900,"5":1000,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{"id":"0301008","damage":500,"success":0,"time":200,"rage":100,"blood":1}	{"id":"0301011","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100903	0302037	minion_03	3	2	["0102212","0103095","0105097"]	["1100004","1100005"]	["0305006","0301008"]
2001226	9020185	{"1":1300,"2":1000,"3":1000,"4":900,"5":1400,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{"id":"0301004","damage":200,"success":0,"time":200,"rage":100,"blood":1}	{}	1100906	0302037	minion_01	1	2	["0102212","0103095","0105097"]	["1100003","1100007"]	["0305009","0301006"]
2001227	9020186	{"1":1300,"2":1000,"3":1000,"4":900,"5":1400,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{"id":"0301008","damage":2000,"success":0,"time":200,"rage":100,"blood":1}	{"id":"0301011","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100904	0302037	minion_02	2	2	["0102212","0103095","0105097"]	["1100003","1100007"]	["0305001","0301005"]
2001228	9020187	{"1":1000,"2":1000,"3":1300,"4":900,"5":1200,"6":100,"7":100,"8":100,"11":1.2,"12":1.2,"13":1.2}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{"id":"0301011","damage":1000,"success":0,"time":200,"rage":200,"blood":1}	{"id":"0301004","damage":500,"success":0,"time":200,"rage":100,"blood":1}	1100903	0302037	minion_03	3	2	["0102212","0103095","0105097"]	["1100003","1100007"]	["0305007","0301007"]
2001229	9020189	{"1":1500,"2":1300,"3":1300,"4":900,"5":1800,"6":200,"7":200,"8":200,"11":1.2,"12":1.2,"13":1.2}	2201011	2202001	2203001	["0101068","0102212","0103095","","0105097",""]	{"id":"0301001","damage":1000,"success":0,"time":80,"rage":200,"blood":100}	{"id":"0301008","damage":3000,"success":0,"time":200,"rage":100,"blood":1}	1100905	0302039	bossLV02	5	2	["0102212","0103095","0105097"]	["1100001","1100005"]	["0305004","0305005","0305006","0305007"]
2001230	9020185	{"1":1500,"2":1200,"3":1200,"4":150,"5":2500,"6":180,"7":180,"8":180,"11":1.2,"12":1.2,"13":1.2}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{"id":"0301005","damage":60,"success":0,"time":200,"rage":100,"blood":1}	{}	1100906	0302036	minion_01	1	2	["0102212","0103095","0105097"]	["1100003"]	["0305003"]
2001231	9020186	{"1":1200,"2":1500,"3":1200,"4":900,"5":1800,"6":220,"7":220,"8":220,"11":1.2,"12":1.2,"13":1.2}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{"id":"0301008","damage":2000,"success":0,"time":200,"rage":100,"blood":1}	{}	1100904	0302036	minion_02	2	1	["0102212","0103095","0105097"]	["1100003"]	["0305006"]
2001232	9020187	{"1":1200,"2":1500,"3":1200,"4":900,"5":2800,"6":200,"7":130,"8":130,"11":1.2,"12":1.2,"13":1.2}	2201009	2202001	2203001	["0101038","0102224","0103099","","0105097","0106096"]	{"id":"0301011","damage":200,"success":0,"time":200,"rage":100,"blood":1}	{"id":"0301004","damage":200,"success":0,"time":200,"rage":100,"blood":1}	1100903	0302036	minion_03	3	2	["0102212","0103095","0105097"]	["1100003"]	["0305005","0305008"]
2001233	9020185	{"1":1200,"2":1500,"3":1200,"4":900,"5":1800,"6":180,"7":180,"8":180,"11":1.2,"12":1.2,"13":1.2}	2201008	2202002	2203004	["0101044","0102216","0103099","","0105201","0106094"]	{"id":"0301008","damage":1000,"success":0,"time":200,"rage":100,"blood":1}	{}	1100906	0302036	minion_01	1	1	["0102212","0103095","0105097"]	["1100004"]	["0305010","0305011"]
2001234	9020186	{"1":1200,"2":1500,"3":1200,"4":900,"5":1800,"6":180,"7":180,"8":180,"11":1.2,"12":1.2,"13":1.2}	2201010	2202001	2203002	["0101050","0102220","0103099","","0105202","0106095"]	{"id":"0301008","damage":2000,"success":0,"time":200,"rage":100,"blood":1}	{}	1100904	0302036	minion_02	2	2	["0102212","0103095","0105097"]	["1100004"]	["0305003","0305007","0305009"]
